obfuscated,deobfuscated,mc_class
field_150600_j,height_Shores,net/minecraft/world/biome/BiomeGenBase
field_150601_k,height_RockyWaters,net/minecraft/world/biome/BiomeGenBase
field_150598_l,height_LowIslands,net/minecraft/world/biome/BiomeGenBase
field_150599_m,height_PartiallySubmerged,net/minecraft/world/biome/BiomeGenBase
field_150597_n,explorationBiomesList,net/minecraft/world/biome/BiomeGenBase
field_180278_o,BIOME_ID_MAP,net/minecraft/world/biome/BiomeGenBase
field_76771_b,ocean,net/minecraft/world/biome/BiomeGenBase
field_76772_c,plains,net/minecraft/world/biome/BiomeGenBase
field_76769_d,desert,net/minecraft/world/biome/BiomeGenBase
field_76770_e,extremeHills,net/minecraft/world/biome/BiomeGenBase
field_76767_f,forest,net/minecraft/world/biome/BiomeGenBase
field_76768_g,taiga,net/minecraft/world/biome/BiomeGenBase
field_76780_h,swampland,net/minecraft/world/biome/BiomeGenBase
field_76781_i,river,net/minecraft/world/biome/BiomeGenBase
field_76778_j,hell,net/minecraft/world/biome/BiomeGenBase
field_76779_k,sky,net/minecraft/world/biome/BiomeGenBase
field_76776_l,frozenOcean,net/minecraft/world/biome/BiomeGenBase
field_76890_b,rainfallValues,net/minecraft/world/biome/BiomeCache$Block
field_76891_c,biomes,net/minecraft/world/biome/BiomeCache$Block
field_76888_d,xPosition,net/minecraft/world/biome/BiomeCache$Block
field_76889_e,zPosition,net/minecraft/world/biome/BiomeCache$Block
field_76886_f,lastAccessTime,net/minecraft/world/biome/BiomeCache$Block
field_76887_g,field_76887_g,net/minecraft/world/biome/BiomeCache$Block
field_76844_a,chunkManager,net/minecraft/world/biome/BiomeCache
field_76842_b,lastCleanupTime,net/minecraft/world/biome/BiomeCache
field_76843_c,cacheMap,net/minecraft/world/biome/BiomeCache
field_76841_d,cache,net/minecraft/world/biome/BiomeCache
field_180291_a,GRASS_COLOR,net/minecraft/world/biome/BiomeColorHelper
field_180289_b,FOLIAGE_COLOR,net/minecraft/world/biome/BiomeColorHelper
field_180290_c,WATER_COLOR_MULTIPLIER,net/minecraft/world/biome/BiomeColorHelper
field_76832_z,treesPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76802_A,flowersPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76803_B,grassPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76804_C,deadBushPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76798_D,mushroomsPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76799_E,reedsPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76800_F,cactiPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76801_G,sandPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76805_H,sandPerChunk2,net/minecraft/world/biome/BiomeDecorator
field_76806_I,clayPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76807_J,bigMushroomsPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76808_K,generateLakes,net/minecraft/world/biome/BiomeDecorator
field_76815_a,currentWorld,net/minecraft/world/biome/BiomeDecorator
field_76813_b,randomGenerator,net/minecraft/world/biome/BiomeDecorator
field_180294_c,field_180294_c,net/minecraft/world/biome/BiomeDecorator
field_180293_d,chunkProviderSettings,net/minecraft/world/biome/BiomeDecorator
field_76809_f,clayGen,net/minecraft/world/biome/BiomeDecorator
field_76810_g,sandGen,net/minecraft/world/biome/BiomeDecorator
field_76822_h,gravelAsSandGen,net/minecraft/world/biome/BiomeDecorator
field_76823_i,dirtGen,net/minecraft/world/biome/BiomeDecorator
field_76820_j,gravelGen,net/minecraft/world/biome/BiomeDecorator
field_180296_j,graniteGen,net/minecraft/world/biome/BiomeDecorator
field_180297_k,dioriteGen,net/minecraft/world/biome/BiomeDecorator
field_180295_l,andesiteGen,net/minecraft/world/biome/BiomeDecorator
field_76821_k,coalGen,net/minecraft/world/biome/BiomeDecorator
field_76818_l,ironGen,net/minecraft/world/biome/BiomeDecorator
field_76819_m,goldGen,net/minecraft/world/biome/BiomeDecorator
field_180299_p,redstoneGen,net/minecraft/world/biome/BiomeDecorator
field_180298_q,diamondGen,net/minecraft/world/biome/BiomeDecorator
field_76831_p,lapisGen,net/minecraft/world/biome/BiomeDecorator
field_150514_p,yellowFlowerGen,net/minecraft/world/biome/BiomeDecorator
field_76828_s,mushroomBrownGen,net/minecraft/world/biome/BiomeDecorator
field_76827_t,mushroomRedGen,net/minecraft/world/biome/BiomeDecorator
field_76826_u,bigMushroomGen,net/minecraft/world/biome/BiomeDecorator
field_76825_v,reedGen,net/minecraft/world/biome/BiomeDecorator
field_76824_w,cactusGen,net/minecraft/world/biome/BiomeDecorator
field_76834_x,waterlilyGen,net/minecraft/world/biome/BiomeDecorator
field_76833_y,waterlilyPerChunk,net/minecraft/world/biome/BiomeDecorator
field_76944_d,genBiomes,net/minecraft/world/biome/WorldChunkManager
field_76945_e,biomeIndexLayer,net/minecraft/world/biome/WorldChunkManager
field_76942_f,biomeCache,net/minecraft/world/biome/WorldChunkManager
field_76943_g,biomesToSpawnIn,net/minecraft/world/biome/WorldChunkManager
field_180301_f,generatorOptions,net/minecraft/world/biome/WorldChunkManager
field_82915_S,theWorldGenerator,net/minecraft/world/biome/BiomeGenHills
field_150634_aD,field_150634_aD,net/minecraft/world/biome/BiomeGenHills
field_150635_aE,field_150635_aE,net/minecraft/world/biome/BiomeGenHills
field_150636_aF,field_150636_aF,net/minecraft/world/biome/BiomeGenHills
field_150637_aG,field_150637_aG,net/minecraft/world/biome/BiomeGenHills
field_150638_aH,field_150638_aH,net/minecraft/world/biome/BiomeGenHills
field_76947_d,biomeGenerator,net/minecraft/world/biome/WorldChunkManagerHell
field_76946_f,rainfall,net/minecraft/world/biome/WorldChunkManagerHell
field_150612_aC,field_150612_aC,net/minecraft/world/biome/BiomeGenForest$2
field_150613_aC,field_150613_aC,net/minecraft/world/biome/BiomeGenForest$1
field_150629_aC,field_150629_aC,net/minecraft/world/biome/BiomeGenForest
field_150630_aD,field_150630_aD,net/minecraft/world/biome/BiomeGenForest
field_150631_aE,field_150631_aE,net/minecraft/world/biome/BiomeGenForest
field_150632_aF,field_150632_aF,net/minecraft/world/biome/BiomeGenForest
field_150615_aC,field_150615_aC,net/minecraft/world/biome/BiomeGenSnow
field_150616_aD,field_150616_aD,net/minecraft/world/biome/BiomeGenSnow
field_150617_aE,field_150617_aE,net/minecraft/world/biome/BiomeGenSnow
field_150614_aC,field_150614_aC,net/minecraft/world/biome/BiomeGenJungle
field_181620_aE,field_181620_aE,net/minecraft/world/biome/BiomeGenJungle
field_181621_aF,field_181621_aF,net/minecraft/world/biome/BiomeGenJungle
field_181622_aG,field_181622_aG,net/minecraft/world/biome/BiomeGenJungle
field_150621_aC,field_150621_aC,net/minecraft/world/biome/BiomeGenMesa
field_150622_aD,field_150622_aD,net/minecraft/world/biome/BiomeGenMesa
field_150623_aE,field_150623_aE,net/minecraft/world/biome/BiomeGenMesa
field_150624_aF,field_150624_aF,net/minecraft/world/biome/BiomeGenMesa
field_150625_aG,field_150625_aG,net/minecraft/world/biome/BiomeGenMesa
field_150626_aH,field_150626_aH,net/minecraft/world/biome/BiomeGenMesa
field_150620_aI,field_150620_aI,net/minecraft/world/biome/BiomeGenMesa
field_150611_aD,baseBiome,net/minecraft/world/biome/BiomeGenMutated
field_150628_aC,field_150628_aC,net/minecraft/world/biome/BiomeGenPlains
field_150627_aC,field_150627_aC,net/minecraft/world/biome/BiomeGenSavanna
field_150639_aC,field_150639_aC,net/minecraft/world/biome/BiomeGenTaiga
field_150640_aD,field_150640_aD,net/minecraft/world/biome/BiomeGenTaiga
field_150641_aE,field_150641_aE,net/minecraft/world/biome/BiomeGenTaiga
field_150642_aF,field_150642_aF,net/minecraft/world/biome/BiomeGenTaiga
field_150643_aG,field_150643_aG,net/minecraft/world/biome/BiomeGenTaiga
field_150644_aH,field_150644_aH,net/minecraft/world/biome/BiomeGenTaiga
field_76835_L,spikeGen,net/minecraft/world/biome/BiomeEndDecorator
field_175130_a,world,net/minecraft/block/BlockAnvil$Anvil
field_175129_b,position,net/minecraft/block/BlockAnvil$Anvil
field_176506_a,FACING,net/minecraft/block/BlockAnvil
field_176505_b,DAMAGE,net/minecraft/block/BlockAnvil
field_180370_a,field_180370_a,net/minecraft/block/BlockBanner$1
field_176449_a,FACING,net/minecraft/block/BlockBanner
field_176448_b,ROTATION,net/minecraft/block/BlockBanner
field_180371_a,field_180371_a,net/minecraft/block/BlockRailBase$1
field_150662_a,field_150662_a,net/minecraft/block/BlockRailBase$Rail
field_150660_b,world,net/minecraft/block/BlockRailBase$Rail
field_180367_c,pos,net/minecraft/block/BlockRailBase$Rail
field_180365_d,block,net/minecraft/block/BlockRailBase$Rail
field_180366_e,state,net/minecraft/block/BlockRailBase$Rail
field_150656_f,isPowered,net/minecraft/block/BlockRailBase$Rail
field_150657_g,field_150657_g,net/minecraft/block/BlockRailBase$Rail
NORTH_SOUTH,NORTH_SOUTH,net/minecraft/block/BlockRailBase$EnumRailDirection
EAST_WEST,EAST_WEST,net/minecraft/block/BlockRailBase$EnumRailDirection
ASCENDING_EAST,ASCENDING_EAST,net/minecraft/block/BlockRailBase$EnumRailDirection
ASCENDING_WEST,ASCENDING_WEST,net/minecraft/block/BlockRailBase$EnumRailDirection
ASCENDING_NORTH,ASCENDING_NORTH,net/minecraft/block/BlockRailBase$EnumRailDirection
ASCENDING_SOUTH,ASCENDING_SOUTH,net/minecraft/block/BlockRailBase$EnumRailDirection
SOUTH_EAST,SOUTH_EAST,net/minecraft/block/BlockRailBase$EnumRailDirection
SOUTH_WEST,SOUTH_WEST,net/minecraft/block/BlockRailBase$EnumRailDirection
NORTH_WEST,NORTH_WEST,net/minecraft/block/BlockRailBase$EnumRailDirection
NORTH_EAST,NORTH_EAST,net/minecraft/block/BlockRailBase$EnumRailDirection
field_177030_k,META_LOOKUP,net/minecraft/block/BlockRailBase$EnumRailDirection
field_177027_l,meta,net/minecraft/block/BlockRailBase$EnumRailDirection
field_177028_m,name,net/minecraft/block/BlockRailBase$EnumRailDirection
$VALUES,$VALUES,net/minecraft/block/BlockRailBase$EnumRailDirection
field_150053_a,isPowered,net/minecraft/block/BlockRailBase
field_180369_a,field_180369_a,net/minecraft/block/BlockBeacon$1$1
field_180368_b,field_180368_b,net/minecraft/block/BlockBeacon$1$1
field_180358_a,field_180358_a,net/minecraft/block/BlockBeacon$1
field_180357_b,field_180357_b,net/minecraft/block/BlockBeacon$1
HEAD,HEAD,net/minecraft/block/BlockBed$EnumPartType
FOOT,FOOT,net/minecraft/block/BlockBed$EnumPartType
field_177036_c,name,net/minecraft/block/BlockBed$EnumPartType
$VALUES,$VALUES,net/minecraft/block/BlockBed$EnumPartType
field_176472_a,PART,net/minecraft/block/BlockBed
field_176471_b,OCCUPIED,net/minecraft/block/BlockBed
NONE,NONE,net/minecraft/block/Block$EnumOffsetType
XZ,XZ,net/minecraft/block/Block$EnumOffsetType
XYZ,XYZ,net/minecraft/block/Block$EnumOffsetType
$VALUES,$VALUES,net/minecraft/block/Block$EnumOffsetType
field_150501_a,soundName,net/minecraft/block/Block$SoundType
field_150499_b,volume,net/minecraft/block/Block$SoundType
field_150500_c,frequency,net/minecraft/block/Block$SoundType
field_149758_A,isBlockContainer,net/minecraft/block/Block
field_149759_B,minX,net/minecraft/block/Block
field_149760_C,minY,net/minecraft/block/Block
field_149754_D,minZ,net/minecraft/block/Block
field_149755_E,maxX,net/minecraft/block/Block
field_149756_F,maxY,net/minecraft/block/Block
field_149757_G,maxZ,net/minecraft/block/Block
field_149762_H,stepSound,net/minecraft/block/Block
field_149763_I,blockParticleGravity,net/minecraft/block/Block
field_149764_J,blockMaterial,net/minecraft/block/Block
field_181083_K,blockMapColor,net/minecraft/block/Block
field_149765_K,slipperiness,net/minecraft/block/Block
field_176227_L,blockState,net/minecraft/block/Block
field_176228_M,defaultBlockState,net/minecraft/block/Block
field_149770_b,unlocalizedName,net/minecraft/block/Block
field_176230_a,AIR_ID,net/minecraft/block/Block
field_149772_a,displayOnCreativeTab,net/minecraft/block/Block
field_149771_c,blockRegistry,net/minecraft/block/Block
field_176229_d,BLOCK_STATE_IDS,net/minecraft/block/Block
field_149769_e,soundTypeStone,net/minecraft/block/Block
field_149766_f,soundTypeWood,net/minecraft/block/Block
field_149767_g,soundTypeGravel,net/minecraft/block/Block
field_149779_h,soundTypeGrass,net/minecraft/block/Block
field_149780_i,soundTypePiston,net/minecraft/block/Block
field_149777_j,soundTypeMetal,net/minecraft/block/Block
field_149778_k,soundTypeGlass,net/minecraft/block/Block
field_149775_l,soundTypeCloth,net/minecraft/block/Block
field_149776_m,soundTypeSand,net/minecraft/block/Block
field_149773_n,soundTypeSnow,net/minecraft/block/Block
field_149774_o,soundTypeLadder,net/minecraft/block/Block
field_149788_p,soundTypeAnvil,net/minecraft/block/Block
field_176231_q,SLIME_SOUND,net/minecraft/block/Block
field_149787_q,fullBlock,net/minecraft/block/Block
field_149786_r,lightOpacity,net/minecraft/block/Block
field_149785_s,translucent,net/minecraft/block/Block
field_149784_t,lightValue,net/minecraft/block/Block
field_149783_u,useNeighborBrightness,net/minecraft/block/Block
field_149782_v,blockHardness,net/minecraft/block/Block
field_149781_w,blockResistance,net/minecraft/block/Block
field_149790_y,enableStats,net/minecraft/block/Block
field_149789_z,needsRandomTick,net/minecraft/block/Block
field_150322_A,sandstone,net/minecraft/init/Blocks
field_150323_B,noteblock,net/minecraft/init/Blocks
field_150324_C,bed,net/minecraft/init/Blocks
field_150318_D,golden_rail,net/minecraft/init/Blocks
field_150319_E,detector_rail,net/minecraft/init/Blocks
field_150320_F,sticky_piston,net/minecraft/init/Blocks
field_150321_G,web,net/minecraft/init/Blocks
field_150329_H,tallgrass,net/minecraft/init/Blocks
field_150330_I,deadbush,net/minecraft/init/Blocks
field_150331_J,piston,net/minecraft/init/Blocks
field_150332_K,piston_head,net/minecraft/init/Blocks
field_150325_L,wool,net/minecraft/init/Blocks
field_180384_M,piston_extension,net/minecraft/init/Blocks
field_150327_N,yellow_flower,net/minecraft/init/Blocks
field_150328_O,red_flower,net/minecraft/init/Blocks
field_150338_P,brown_mushroom,net/minecraft/init/Blocks
field_150337_Q,red_mushroom,net/minecraft/init/Blocks
field_150340_R,gold_block,net/minecraft/init/Blocks
field_150339_S,iron_block,net/minecraft/init/Blocks
field_150334_T,double_stone_slab,net/minecraft/init/Blocks
field_150333_U,stone_slab,net/minecraft/init/Blocks
field_150336_V,brick_block,net/minecraft/init/Blocks
field_150335_W,tnt,net/minecraft/init/Blocks
field_150342_X,bookshelf,net/minecraft/init/Blocks
field_150341_Y,mossy_cobblestone,net/minecraft/init/Blocks
field_150343_Z,obsidian,net/minecraft/init/Blocks
field_150350_a,air,net/minecraft/init/Blocks
field_150454_av,iron_door,net/minecraft/init/Blocks
field_150452_aw,wooden_pressure_plate,net/minecraft/init/Blocks
field_150450_ax,redstone_ore,net/minecraft/init/Blocks
field_150439_ay,lit_redstone_ore,net/minecraft/init/Blocks
field_150437_az,unlit_redstone_torch,net/minecraft/init/Blocks
field_150429_aA,redstone_torch,net/minecraft/init/Blocks
field_150430_aB,stone_button,net/minecraft/init/Blocks
field_150431_aC,snow_layer,net/minecraft/init/Blocks
field_150432_aD,ice,net/minecraft/init/Blocks
field_150433_aE,snow,net/minecraft/init/Blocks
field_150434_aF,cactus,net/minecraft/init/Blocks
field_150435_aG,clay,net/minecraft/init/Blocks
field_150436_aH,reeds,net/minecraft/init/Blocks
field_150421_aI,jukebox,net/minecraft/init/Blocks
field_180407_aO,oak_fence,net/minecraft/init/Blocks
field_180408_aP,spruce_fence,net/minecraft/init/Blocks
field_180404_aQ,birch_fence,net/minecraft/init/Blocks
field_180403_aR,jungle_fence,net/minecraft/init/Blocks
field_180406_aS,dark_oak_fence,net/minecraft/init/Blocks
field_180405_aT,acacia_fence,net/minecraft/init/Blocks
field_150423_aK,pumpkin,net/minecraft/init/Blocks
field_150424_aL,netherrack,net/minecraft/init/Blocks
field_150425_aM,soul_sand,net/minecraft/init/Blocks
field_150426_aN,glowstone,net/minecraft/init/Blocks
field_150427_aO,portal,net/minecraft/init/Blocks
field_150428_aP,lit_pumpkin,net/minecraft/init/Blocks
field_150478_aa,torch,net/minecraft/init/Blocks
field_150480_ab,fire,net/minecraft/init/Blocks
field_150474_ac,mob_spawner,net/minecraft/init/Blocks
field_150476_ad,oak_stairs,net/minecraft/init/Blocks
field_150486_ae,chest,net/minecraft/init/Blocks
field_150488_af,redstone_wire,net/minecraft/init/Blocks
field_150482_ag,diamond_ore,net/minecraft/init/Blocks
field_150484_ah,diamond_block,net/minecraft/init/Blocks
field_150462_ai,crafting_table,net/minecraft/init/Blocks
field_150464_aj,wheat,net/minecraft/init/Blocks
field_150458_ak,farmland,net/minecraft/init/Blocks
field_150460_al,furnace,net/minecraft/init/Blocks
field_150470_am,lit_furnace,net/minecraft/init/Blocks
field_150472_an,standing_sign,net/minecraft/init/Blocks
field_180413_ao,oak_door,net/minecraft/init/Blocks
field_180414_ap,spruce_door,net/minecraft/init/Blocks
field_180412_aq,birch_door,net/minecraft/init/Blocks
field_180411_ar,jungle_door,net/minecraft/init/Blocks
field_180410_as,acacia_door,net/minecraft/init/Blocks
field_180409_at,dark_oak_door,net/minecraft/init/Blocks
field_150468_ap,ladder,net/minecraft/init/Blocks
field_150448_aq,rail,net/minecraft/init/Blocks
field_150446_ar,stone_stairs,net/minecraft/init/Blocks
field_150444_as,wall_sign,net/minecraft/init/Blocks
field_150442_at,lever,net/minecraft/init/Blocks
field_150456_au,stone_pressure_plate,net/minecraft/init/Blocks
field_150348_b,stone,net/minecraft/init/Blocks
field_150387_bl,nether_brick_stairs,net/minecraft/init/Blocks
field_150388_bm,nether_wart,net/minecraft/init/Blocks
field_150381_bn,enchanting_table,net/minecraft/init/Blocks
field_150382_bo,brewing_stand,net/minecraft/init/Blocks
field_150383_bp,cauldron,net/minecraft/init/Blocks
field_150384_bq,end_portal,net/minecraft/init/Blocks
field_150378_br,end_portal_frame,net/minecraft/init/Blocks
field_150377_bs,end_stone,net/minecraft/init/Blocks
field_150380_bt,dragon_egg,net/minecraft/init/Blocks
field_150379_bu,redstone_lamp,net/minecraft/init/Blocks
field_150374_bv,lit_redstone_lamp,net/minecraft/init/Blocks
field_150373_bw,double_wooden_slab,net/minecraft/init/Blocks
field_150376_bx,wooden_slab,net/minecraft/init/Blocks
field_150375_by,cocoa,net/minecraft/init/Blocks
field_150372_bz,sandstone_stairs,net/minecraft/init/Blocks
field_150412_bA,emerald_ore,net/minecraft/init/Blocks
